"","Transect","video_annotation_label_id","label_id","label_name","Substrate_type","label_hierarchy","label_1","label_2","label_3","label_4","label_5","label_6","user_id","firstname","lastname","video_id","video_filename","shape_id","shape_name","points","frames","annotation_id","frame in secons","frame.secs","video_name","Time","Temperature","Depth","Video tags","BTLVL","Mode","Res","FPS","Overlay","DCCWB","EIS","Autorec","Wifi","Sdcard","Firmware","timeLOCAL","video","GPSLongitude","GPSLatitude","timegpsUTC","distance_km","distance_m","duration_minutes","duration_hours","speed_kph","truncated_time","count"
"55","T1",326702,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1456.12,465.58]]","[287.508257]",279199,287.508257,288,"MOV_0007_GB","2020:03:04 11:23:52",16.3,5.2,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:23:52,"MOV_0007_GB",-65.8137977868319,-45.020474055782,"2020/03/04 14:23:20+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:23:52,1
"81","T1",326703,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1162.83,746.93]]","[289.718907]",279200,289.718907,290,"MOV_0007_GB","2020:03:04 11:23:54",16.3,5.2,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:23:54,"MOV_0007_GB",-65.8137977868319,-45.020474055782,"2020/03/04 14:23:20+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:23:54,1
"82","T1",326704,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[264.74,607.08]]","[291.660077]",279201,291.660077,292,"MOV_0007_GB","2020:03:04 11:23:56",16.3,5.1,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:23:56,"MOV_0007_GB",-65.8138309791684,-45.0204995367676,"2020/03/04 14:23:25+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:23:56,1
"83","T1",326705,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[473.83,689.66]]","[293.894315]",279202,293.894315,294,"MOV_0007_GB","2020:03:04 11:23:58",16.3,5.1,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:23:58,"MOV_0007_GB",-65.8138309791684,-45.0204995367676,"2020/03/04 14:23:25+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:23:58,3
"103","T1",216819,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2791,"www.biigle.proyectosub.org/0006_GB.MP4",1,"Point","[[563.7,641.95]]","[441.251711]",174543,441.251711,441,"MOV_0006_GB","2020:03:04 11:16:23",16.6,4.7,0,36,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:16:23,"MOV_0006_GB",-65.8108968101442,-45.0182759854943,"2020/03/04 14:15:50+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:16:23,2
"106","T1",326694,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[422.87,321.38]]","[259.007515]",279191,259.007515,259,"MOV_0007_GB","2020:03:04 11:23:23",16.2,5.3,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:23:23,"MOV_0007_GB",-65.8135817851871,-45.0203413702548,"2020/03/04 14:22:50+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:23:23,1
"107","T1",326695,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[47.55,672.37]]","[267.88986]",279192,267.88986,268,"MOV_0007_GB","2020:03:04 11:23:32",16.2,5.3,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:23:32,"MOV_0007_GB",-65.8136525284499,-45.02038420178,"2020/03/04 14:23:00+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:23:32,1
"108","T1",326696,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1030.51,437.67]]","[272.298317]",279193,272.298317,272,"MOV_0007_GB","2020:03:04 11:23:36",16.2,5.3,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:23:36,"MOV_0007_GB",-65.8136875648052,-45.0204069167376,"2020/03/04 14:23:05+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:23:36,1
"110","T1",2776438,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1282.35,691.13]]","[363.126436]",2481480,363.126436,363,"MOV_0007_GB","2020:03:04 11:25:07",16.7,4.7,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:25:07,"MOV_0007_GB",-65.8143803291023,-45.0207878742367,"2020/03/04 14:24:35+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:25:07,4
"111","T1",2776439,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[253.37,654.04]]","[369.120779]",2481481,369.120779,369,"MOV_0007_GB","2020:03:04 11:25:13",16.7,4.6,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:25:13,"MOV_0007_GB",-65.8144228253514,-45.0208058115095,"2020/03/04 14:24:40+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:25:13,5
"118","T1",326712,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[723.08,636.84]]","[305.126996]",279209,305.126996,305,"MOV_0007_GB","2020:03:04 11:24:09",16.2,5,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:24:09,"MOV_0007_GB",-65.813898537308,-45.0205453019589,"2020/03/04 14:23:35+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:24:09,1
"151","T1",2776444,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[460.09,631.49]]","[376.309112]",2481486,376.309112,376,"MOV_0007_GB","2020:03:04 11:25:20",16.7,4.5,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:25:20,"MOV_0007_GB",-65.8145032916218,-45.0208445359021,"2020/03/04 14:24:50+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:25:20,4
"153","T1",326713,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[551.58,751.24]]","[308.596829]",279210,308.596829,309,"MOV_0007_GB","2020:03:04 11:24:13",16.3,5.1,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:24:13,"MOV_0007_GB",-65.8139350824058,-45.0205681845546,"2020/03/04 14:23:40+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:24:13,1
"155","T1",326716,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[793.21,805.55]]","[319.917373]",279213,319.917373,320,"MOV_0007_GB","2020:03:04 11:24:24",16.3,5,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:24:24,"MOV_0007_GB",-65.8140106033534,-45.0206100940704,"2020/03/04 14:23:50+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:24:24,1
"157","T1",2776452,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1522.9,617.26]]","[382.548577]",2481494,382.548577,383,"MOV_0007_GB","2020:03:04 11:25:27",16.7,4.6,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:25:27,"MOV_0007_GB",-65.814540842548,-45.0208644010127,"2020/03/04 14:24:55+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:25:27,4
"170","T1",326686,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1534.01,681.93]]","[221.705008]",279183,221.705008,222,"MOV_0007_GB","2020:03:04 11:22:46",16.2,5.4,0,34,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:22:46,"MOV_0007_GB",-65.8133427333087,-45.0201723072678,"2020/03/04 14:22:15+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:22:46,2
"172","T1",326689,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1210.44,480.51]]","[228.958656]",279186,228.958656,229,"MOV_0007_GB","2020:03:04 11:22:53",16.2,5.4,0,34,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:22:53,"MOV_0007_GB",-65.8133759256452,-45.0202003028244,"2020/03/04 14:22:20+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:22:53,1
"173","T1",326690,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1407.81,406.62]]","[241.452839]",279187,241.452839,241,"MOV_0007_GB","2020:03:04 11:23:05",16.2,5.2,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:23:05,"MOV_0007_GB",-65.813478352502,-45.0202728062868,"2020/03/04 14:22:35+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:23:05,1
"174","T1",326691,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[565.84,674.88]]","[245.110793]",279188,245.110793,245,"MOV_0007_GB","2020:03:04 11:23:09",16.2,5.3,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:23:09,"MOV_0007_GB",-65.813478352502,-45.0202728062868,"2020/03/04 14:22:35+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:23:09,1
"175","T1",326692,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[943.14,324.07]]","[253.560141]",279189,253.560141,254,"MOV_0007_GB","2020:03:04 11:23:18",16.2,5.4,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:23:18,"MOV_0007_GB",-65.8135473355651,-45.0203194096684,"2020/03/04 14:22:45+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:23:18,1
"190","T1",326685,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1554.4,391.92]]","[212.327806]",279182,212.327806,212,"MOV_0007_GB","2020:03:04 11:22:36",16.2,5.5,0,34,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:22:36,"MOV_0007_GB",-65.8132715709507,-45.0201240275055,"2020/03/04 14:22:05+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:22:36,1
"191","T1",2776453,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[415.4,283.77]]","[388.838318]",2481495,388.838318,389,"MOV_0007_GB","2020:03:04 11:25:33",16.8,4.5,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:25:33,"MOV_0007_GB",-65.8145851828158,-45.0208841823041,"2020/03/04 14:25:00+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:25:33,5
"194","T1",326678,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1659.87,650.04]]","[153.333433]",279175,153.333433,153,"MOV_0007_GB","2020:03:04 11:21:37",16.3,5.7,0,34,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:21:37,"MOV_0007_GB",-65.8128277491778,-45.0198721513152,"2020/03/04 14:21:05+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:21:37,1
"196","T1",326680,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1725.94,792.92]]","[190.797387]",279177,190.797387,191,"MOV_0007_GB","2020:03:04 11:22:15",16.2,5.6,0,34,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:22:15,"MOV_0007_GB",-65.8131228759885,-45.020040711388,"2020/03/04 14:21:45+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:22:15,1
"199","T1",326683,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[354.38,582.83]]","[198.202205]",279180,198.202205,198,"MOV_0007_GB","2020:03:04 11:22:22",16.2,5.5,0,34,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:22:22,"MOV_0007_GB",-65.8131608460099,-45.0200604088604,"2020/03/04 14:21:50+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:22:22,1
"205","T1",2776409,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[134.21,607.66]]","[350.758416]",2481451,350.758416,351,"MOV_0007_GB","2020:03:04 11:24:55",16.5,5,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:24:55,"MOV_0007_GB",-65.8142960071564,-45.0207500718534,"2020/03/04 14:24:25+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:24:55,5
"217","T1",326664,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[885.91,498.9]]","[30.665122]",279161,30.665122,31,"MOV_0007_GB","2020:03:04 11:19:35",16.5,5.9,0,35,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:19:35,"MOV_0007_GB",-65.8120672591031,-45.0192924588919,"2020/03/04 14:19:05+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:19:35,1
"225","T1",2776458,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[377.04,725.1]]","[402.003095]",2481500,402.003095,402,"MOV_0007_GB","2020:03:04 11:25:46",16.8,4.4,0,33,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:25:46,"MOV_0007_GB",-65.8147036191076,-45.0209452025592,"2020/03/04 14:25:15+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:25:46,3
"228","T1",326666,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[188.67,659.34]]","[35.94033]",279163,35.94033,36,"MOV_0007_GB","2020:03:04 11:19:40",16.4,5.7,0,35,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:19:40,"MOV_0007_GB",-65.8120939973742,-45.0193223822862,"2020/03/04 14:19:10+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:19:40,1
"229","T1",326671,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1070.73,609.79]]","[60.125448]",279168,60.125448,60,"MOV_0007_GB","2020:03:04 11:20:04",16.4,5.7,0,35,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:20:04,"MOV_0007_GB",-65.8121898025274,-45.0194332748652,"2020/03/04 14:19:30+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:20:04,1
"230","T1",326674,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[794.05,515.93]]","[87.58917]",279171,87.58917,88,"MOV_0007_GB","2020:03:04 11:20:32",16.3,5.6,0,35,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:20:32,"MOV_0007_GB",-65.8123532496393,-45.0195840653032,"2020/03/04 14:20:00+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:20:32,1
"234","T1",326663,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[368.39,523.56]]","[25.057845]",279160,25.057845,25,"MOV_0007_GB","2020:03:04 11:19:29",16.5,5.9,0,35,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:19:29,"MOV_0007_GB",-65.8120130281895,-45.0192377250642,"2020/03/04 14:18:55+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:19:29,1
"236","T1",326661,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1093.99,741.43]]","[14.03]",279158,14.03,14,"MOV_0007_GB","2020:03:04 11:19:18",16.6,5.7,0,36,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:19:18,"MOV_0007_GB",-65.8119584619999,-45.0191841647029,"2020/03/04 14:18:45+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:19:18,1
"241","T1",326672,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1576.23,457.32]]","[67.409077]",279169,67.409077,67,"MOV_0007_GB","2020:03:04 11:20:11",16.3,5.7,0,35,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:20:11,"MOV_0007_GB",-65.8122350648046,-45.0194934569299,"2020/03/04 14:19:40+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:20:11,1
"244","T1",326675,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",5170,"www.biigle.proyectosub.org/0007_GB.MP4",1,"Point","[[1517.84,438.85]]","[93.749513]",279172,93.749513,94,"MOV_0007_GB","2020:03:04 11:20:38",16.3,5.5,0,34,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 11:20:38,"MOV_0007_GB",-65.8123862743378,-45.0196065288037,"2020/03/04 14:20:05+00",0.768624433343769,768.624433343769,17.1,0.285,2.69692783629393,2020-03-04 11:20:38,1
"247","T2",171220,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[457.32,693.82]]","[100.56769]",135125,100.56769,101,"MOV_0004_GB","2020:03:04 10:24:46",16.9,4.7,0,52,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:24:46,"MOV_0004_GB",-65.8136089425534,-45.0218976382166,"2020/03/04 13:24:15+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:24:46,1
"248","T2",171190,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[801.52,471.28]]","[22.129693]",135095,22.129693,22,"MOV_0004_GB","2020:03:04 10:23:27",16.9,4.4,0,54,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:23:27,"MOV_0004_GB",-65.8141670096666,-45.0223391130567,"2020/03/04 13:22:55+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:23:27,1
"249","T2",171189,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1273.08,782.49]]","[21.155525]",135094,21.155525,21,"MOV_0004_GB","2020:03:04 10:23:26",16.9,4.5,0,54,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:23:26,"MOV_0004_GB",-65.8141670096666,-45.0223391130567,"2020/03/04 13:22:55+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:23:26,1
"250","T2",171221,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[695.8,753.72]]","[106.791658]",135126,106.791658,107,"MOV_0004_GB","2020:03:04 10:24:52",16.9,4.7,0,52,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:24:52,"MOV_0004_GB",-65.8135727327317,-45.0218719895929,"2020/03/04 13:24:20+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:24:52,1
"252","T2",171222,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2789,"www.biigle.proyectosub.org/0004_GB.MP4",1,"Point","[[1861.3,702.45]]","[108.054206]",135127,108.054206,108,"MOV_0004_GB","2020:03:04 10:24:53",16.9,4.8,0,52,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:24:53,"MOV_0004_GB",-65.8135727327317,-45.0218719895929,"2020/03/04 13:24:20+00",0.90620668703616,906.20668703616,18.8833333333333,0.314722222222222,2.8793857663991,2020-03-04 10:24:53,2
