"","Transect","video_annotation_label_id","label_id","label_name","Substrate_type","label_hierarchy","label_1","label_2","label_3","label_4","label_5","label_6","user_id","firstname","lastname","video_id","video_filename","shape_id","shape_name","points","frames","annotation_id","frame in secons","frame.secs","video_name","Time","Temperature","Depth","Video tags","BTLVL","Mode","Res","FPS","Overlay","DCCWB","EIS","Autorec","Wifi","Sdcard","Firmware","timeLOCAL","video","GPSLongitude","GPSLatitude","timegpsUTC","distance_km","distance_m","duration_minutes","duration_hours","speed_kph","truncated_time","count"
"1302","T5",298251,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[501.04,731.75]]","[519.490975]",251788,519.490975,519,"MOV_0498_GT","2020:03:04 12:40:00",16,4.2,0,16,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:40:00,"MOV_0498_GT",-65.8115426357836,-45.0241679605097,"2020/03/04 15:39:30+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:40:00,3
"1305","T5",298256,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[1163.72,320.02]]","[525.517252]",251793,525.517252,526,"MOV_0498_GT","2020:03:04 12:40:07",16,4.1,0,16,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:40:07,"MOV_0498_GT",-65.8115788456053,-45.0241889990866,"2020/03/04 15:39:35+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:40:07,3
"1308","T5",298191,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[1359.05,397.13]]","[430.323596]",251728,430.323596,430,"MOV_0498_GT","2020:03:04 12:38:31",16,4.7,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:38:31,"MOV_0498_GT",-65.810957243666,-45.0237664673477,"2020/03/04 15:38:00+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:38:31,4
"1309","T5",298250,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[372.14,530.02]]","[513.5301]",251787,513.5301,514,"MOV_0498_GT","2020:03:04 12:39:55",16,4.1,0,16,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:39:55,"MOV_0498_GT",-65.8115086052567,-45.0241465028375,"2020/03/04 15:39:25+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:39:55,1
"1310","T5",298264,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[1085.51,455.35]]","[560.862092]",251801,560.862092,561,"MOV_0498_GT","2020:03:04 12:40:42",16,4,0,15,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:40:42,"MOV_0498_GT",-65.8118171431124,-45.0243286415935,"2020/03/04 15:40:10+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:40:42,2
"1312","T5",298225,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[670.46,553.84]]","[479.183026]",251762,479.183026,479,"MOV_0498_GT","2020:03:04 12:39:20",16,4.3,0,16,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:39:20,"MOV_0498_GT",-65.811290005222,-45.0239847321063,"2020/03/04 15:38:50+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:39:20,4
"1315","T5",297920,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[1430.06,699.61]]","[150.237653]",251458,150.237653,150,"MOV_0497_GT","2020:03:04 12:23:49",15.9,7.1,0,22,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:23:49,"MOV_0497_GT",-65.8051016461104,-45.0194440875202,"2020/03/04 15:23:15+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:23:49,4
"1319","T5",298235,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[820.31,708.03]]","[488.980276]",251772,488.980276,489,"MOV_0498_GT","2020:03:04 12:39:30",16,4.3,0,16,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:39:30,"MOV_0498_GT",-65.8113488461822,-45.0240317545831,"2020/03/04 15:39:00+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:39:30,5
"1321","T5",298199,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[281.25,760.02]]","[440.029612]",251736,440.029612,440,"MOV_0498_GT","2020:03:04 12:38:41",16,4.7,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:38:41,"MOV_0498_GT",-65.8110286574811,-45.0238065328449,"2020/03/04 15:38:10+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:38:41,5
"1328","T5",297911,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[1310.92,515.47]]","[143.901935]",251449,143.901935,144,"MOV_0497_GT","2020:03:04 12:23:43",16,7,0,22,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:23:43,"MOV_0497_GT",-65.8050734829158,-45.0194267369807,"2020/03/04 15:23:10+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:23:43,2
"1329","T5",297913,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[972.95,720.69]]","[145.899741]",251451,145.899741,146,"MOV_0497_GT","2020:03:04 12:23:45",15.9,7,0,22,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:23:45,"MOV_0497_GT",-65.8051016461104,-45.0194440875202,"2020/03/04 15:23:15+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:23:45,2
"1330","T5",297959,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[1176.18,782.46]]","[234.832537]",251497,234.832537,235,"MOV_0497_GT","2020:03:04 12:25:14",15.9,7.4,0,21,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:25:14,"MOV_0497_GT",-65.8055442944169,-45.019921772182,"2020/03/04 15:24:40+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:25:14,1
"1332","T5",298258,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[258.94,661.29]]","[533.979584]",251795,533.979584,534,"MOV_0498_GT","2020:03:04 12:40:15",16,4.1,0,16,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:40:15,"MOV_0498_GT",-65.8116474095732,-45.0242325849831,"2020/03/04 15:39:45+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:40:15,2
"1339","T5",298004,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[1784.16,542.82]]","[308.255147]",251541,308.255147,308,"MOV_0497_GT","2020:03:04 12:26:27",15.9,7.3,0,21,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:26:27,"MOV_0497_GT",-65.8060172013938,-45.0203344970942,"2020/03/04 15:25:55+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:26:27,1
"1340","T5",298005,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[957.21,720.44]]","[318.518261]",251542,318.518261,319,"MOV_0497_GT","2020:03:04 12:26:38",15.9,7.2,0,21,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:26:38,"MOV_0497_GT",-65.8060824964195,-45.0203918293118,"2020/03/04 15:26:05+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:26:38,1
"1341","T5",298140,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[630.48,367.88]]","[386.486938]",251677,386.486938,386,"MOV_0498_GT","2020:03:04 12:37:47",16,4.9,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:37:47,"MOV_0498_GT",-65.8106169383973,-45.0235894415528,"2020/03/04 15:37:15+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:37:47,3
"1342","T5",298141,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[368.38,482.84]]","[390.13729]",251678,390.13729,390,"MOV_0498_GT","2020:03:04 12:37:51",16,5,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:37:51,"MOV_0498_GT",-65.8106565847993,-45.0236090552062,"2020/03/04 15:37:20+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:37:51,4
"1343","T5",298145,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[537.01,740.76]]","[395.326964]",251682,395.326964,395,"MOV_0498_GT","2020:03:04 12:37:56",16,4.9,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:37:56,"MOV_0498_GT",-65.8106968179345,-45.0236286688596,"2020/03/04 15:37:25+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:37:56,3
"1345","T5",297941,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[1329.66,673.76]]","[182.890072]",251479,182.890072,183,"MOV_0497_GT","2020:03:04 12:24:22",15.9,7.4,0,21,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:24:22,"MOV_0497_GT",-65.8052779175341,-45.019617760554,"2020/03/04 15:23:50+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:24:22,2
"1346","T5",297942,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[777.51,911.76]]","[186.23058]",251480,186.23058,186,"MOV_0497_GT","2020:03:04 12:24:25",15.9,7.3,0,21,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:24:25,"MOV_0497_GT",-65.8053064160049,-45.0196481030434,"2020/03/04 15:23:55+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:24:25,1
"1347","T5",297943,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[538.47,791.73]]","[187.965157]",251481,187.965157,188,"MOV_0497_GT","2020:03:04 12:24:27",15.9,7.4,0,21,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:24:27,"MOV_0497_GT",-65.8053064160049,-45.0196481030434,"2020/03/04 15:23:55+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:24:27,1
"1361","T5",298171,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[439.1,563.85]]","[415.7934]",251708,415.7934,416,"MOV_0498_GT","2020:03:04 12:38:17",16,4.6,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:38:17,"MOV_0498_GT",-65.8108444232494,-45.023711649701,"2020/03/04 15:37:45+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:38:17,4
"1362","T5",297960,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[1013.13,424.94]]","[239.946319]",251498,239.946319,240,"MOV_0497_GT","2020:03:04 12:25:19",15.9,7.6,0,21,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:25:19,"MOV_0497_GT",-65.8055718708783,-45.0199475884438,"2020/03/04 15:24:45+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:25:19,1
"1363","T5",298175,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[192.61,543.21]]","[418.798031]",251712,418.798031,419,"MOV_0498_GT","2020:03:04 12:38:20",16,4.6,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:38:20,"MOV_0498_GT",-65.8108827285469,-45.0237291678786,"2020/03/04 15:37:50+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:38:20,5
"1364","T5",298180,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[340.72,464.79]]","[421.992825]",251717,421.992825,422,"MOV_0498_GT","2020:03:04 12:38:23",16,4.6,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:38:23,"MOV_0498_GT",-65.8108827285469,-45.0237291678786,"2020/03/04 15:37:50+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:38:23,5
"1366","T5",298186,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[450,581.24]]","[427.924772]",251723,427.924772,428,"MOV_0498_GT","2020:03:04 12:38:29",16,4.6,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:38:29,"MOV_0498_GT",-65.8109205309302,-45.0237476918846,"2020/03/04 15:37:55+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:38:29,3
"1367","T5",297936,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[855.75,829.17]]","[171.458576]",251474,171.458576,171,"MOV_0497_GT","2020:03:04 12:24:10",15.9,7.2,0,22,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:24:10,"MOV_0497_GT",-65.8052271232009,-45.0195607636124,"2020/03/04 15:23:40+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:24:10,1
"1368","T5",298064,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[1153.87,683.01]]","[157.792755]",251601,157.792755,158,"MOV_0498_GT","2020:03:04 12:33:58",16,6.3,0,18,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:33:58,"MOV_0498_GT",-65.808943156153,-45.0226936675608,"2020/03/04 15:33:25+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:33:58,3
"1369","T5",298065,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[1129.67,513.77]]","[161.239565]",251602,161.239565,161,"MOV_0498_GT","2020:03:04 12:34:01",16,6.3,0,18,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:34:01,"MOV_0498_GT",-65.8089694753289,-45.0227219983935,"2020/03/04 15:33:30+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:34:01,2
"1372","T5",298069,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[1700.3,568.91]]","[179.142778]",251606,179.142778,179,"MOV_0498_GT","2020:03:04 12:34:19",16,6.2,0,18,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:34:19,"MOV_0498_GT",-65.8090552221984,-45.0228012911975,"2020/03/04 15:33:45+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:34:19,2
"1374","T5",298204,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[1152.93,585.59]]","[445.30113]",251741,445.30113,445,"MOV_0498_GT","2020:03:04 12:38:46",16,4.5,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:38:46,"MOV_0498_GT",-65.8110634423792,-45.0238293316215,"2020/03/04 15:38:15+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:38:46,2
"1375","T5",297753,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[933.31,317.11]]","[104.149664]",251297,104.149664,104,"MOV_0498_GT","2020:03:04 12:33:04",16,6.6,0,19,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:33:04,"MOV_0498_GT",-65.808583907783,-45.0224267039448,"2020/03/04 15:32:30+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:33:04,1
"1376","T5",298206,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[194.81,694.15]]","[449.424161]",251743,449.424161,449,"MOV_0498_GT","2020:03:04 12:38:50",16,4.5,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:38:50,"MOV_0498_GT",-65.8110980596393,-45.0238505378366,"2020/03/04 15:38:20+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:38:50,2
"1377","T5",298208,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[558.22,654.81]]","[456.795606]",251745,456.795606,457,"MOV_0498_GT","2020:03:04 12:38:58",16,4.4,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:38:58,"MOV_0498_GT",-65.8111347723752,-45.023872833699,"2020/03/04 15:38:25+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:38:58,3
"1379","T5",298217,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[839.46,471.3]]","[467.075475]",251754,467.075475,467,"MOV_0498_GT","2020:03:04 12:39:08",16,4.3,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:39:08,"MOV_0498_GT",-65.8112020790577,-45.0239146593958,"2020/03/04 15:38:35+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:39:08,3
"1380","T5",298219,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2801,"www.biigle.proyectosub.org/0498_GT.MP4",1,"Point","[[138.09,653.89]]","[473.363931]",251756,473.363931,473,"MOV_0498_GT","2020:03:04 12:39:14",16,4.3,0,17,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:39:14,"MOV_0498_GT",-65.8112299069762,-45.0239369552583,"2020/03/04 15:38:40+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:39:14,5
"1381","T5",297928,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[447.8,819.08]]","[159.776637]",251466,159.776637,160,"MOV_0497_GT","2020:03:04 12:23:59",15.9,7.2,0,22,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:23:59,"MOV_0497_GT",-65.8051501773298,-45.0194839853793,"2020/03/04 15:23:25+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:23:59,4
"1382","T5",297932,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[1151.62,731.1]]","[164.414957]",251470,164.414957,164,"MOV_0497_GT","2020:03:04 12:24:03",15.9,7.2,0,22,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:24:03,"MOV_0497_GT",-65.805174568668,-45.0195056945086,"2020/03/04 15:23:30+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:24:03,2
"1384","T5",297935,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[1651.06,319.23]]","[169.095656]",251473,169.095656,169,"MOV_0497_GT","2020:03:04 12:24:08",15.9,7.3,0,22,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:24:08,"MOV_0497_GT",-65.8052003011107,-45.0195321813226,"2020/03/04 15:23:35+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:24:08,1
"1385","T5",320259,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2800,"www.biigle.proyectosub.org/0497_GT.MP4",1,"Point","[[1140.45,719.21]]","[586.419503]",273374,586.419503,586,"MOV_0497_GT","2020:03:04 12:31:05",16,7.2,0,19,"Video","1080P","100","On","Green","On","Off","Off",33,"1.5.2",2020-03-04 12:31:05,"MOV_0497_GT",-65.8078052289784,-45.0218779407442,"2020/03/04 15:30:35+00",0.866919739173595,866.919739173595,19.2666666666667,0.321111111111111,2.69975005278974,2020-03-04 12:31:05,1
