video_annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,video_id,video_filename,shape_id,shape_name,points,frames,annotation_id
135535,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[399.04,860.27]]",[163.259906],100985
135536,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1856.48,689.95]]",[110.508461],100986
135537,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[414.24,63.52]]",[110.508461],100987
135538,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1124.73,762.32]]",[136.658587],100988
135539,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1436.37,579.18]]",[162.083815],100989
135540,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1710.45,141.38]]",[168.465281],100990
135541,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[716.83,178.4]]",[176.901359],100991
135544,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[166.23,581.46]]",[223.387718],100994
135545,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[662.19,477.46]]",[225.181703],100995
135547,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1831.02,735.81]]",[228.845645],100997
135548,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[64.18,280.8]]",[230.505147],100998
135549,149487,"Leucippa pentagona","Biota > Crustacea > Crabs > True crabs > Leucippa pentagona",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[965.62,180.87]]",[230.801243],100999
135551,149452,"Anasterias antarctica","Biota > Echinoderms > Sea stars > Anasterias antarctica",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[604.22,811.53]]",[231.752107],101001
135552,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1406.77,753.37]]",[240.356385],101002
135553,149143,"Bony fishes","Biota > Fishes > Bony fishes",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1442.69,688.64]]",[243.057944],101003
135556,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[948.36,658.55]]",[280.302138],101006
135559,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1731.37,368.56]]",[285.531717],101009
135560,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[597.08,146.84]]",[285.531717],101010
135561,149343,"Sea stars","Biota > Echinoderms > Sea stars",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[976.22,828.97]]",[285.821219],101011
135562,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[291.31,767.59]]",[288.794707],101012
135565,149143,"Bony fishes","Biota > Fishes > Bony fishes",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1009.48,535.18]]",[301.921625],101015
135566,149143,"Bony fishes","Biota > Fishes > Bony fishes",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[863.71,364.12]]",[303.242104],101016
135567,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[730.59,524.7]]",[308.57],101017
135569,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[555.18,642.27]]",[321.146437],101019
135570,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1160.53,407.07]]",[321.83072],101020
135571,149143,"Bony fishes","Biota > Fishes > Bony fishes",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1307.29,839.57]]",[322.387427],101021
135572,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[628.69,440.71]]",[322.837581],101022
135573,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1552.83,402.08]]",[323.344018],101023
135575,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[109.14,534.32]]",[327.437573],101025
135576,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1624.77,247.53]]",[327.437573],101026
135577,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1683.27,864.54]]",[328.242428],101027
135579,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1250.56,433.77]]",[328.796617],101029
135580,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[127.59,273.19]]",[331.063484],101030
135581,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1435.87,532.68]]",[337.583109],101031
135582,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[556.71,481.65]]",[338.242955],101032
135583,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[237.59,501.63]]",[342.084585],101033
135584,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1581.24,461.36]]",[344.147826],101034
135585,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[724.47,409.38]]",[344.858418],101035
135586,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[566.12,441.04]]",[345.815193],101036
135587,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[969.72,931.08]]",[347.65616],101037
135588,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[975.89,229.99]]",[348.705804],101038
135589,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1448.54,224.05]]",[348.705804],101039
135590,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[652.69,734.84]]",[348.705804],101040
135591,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[943.02,428.45]]",[348.705804],101041
135592,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1768.4,390.31]]",[365.966842],101042
135593,149343,"Sea stars","Biota > Echinoderms > Sea stars",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1060.91,778.45]]",[369.275326],101043
135594,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[365.17,714.98]]",[370.287428],101044
135595,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[776.14,728.12]]",[376.973176],101045
135596,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1486.34,160.97]]",[385.008988],101046
135597,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[511.02,854.87]]",[387.358897],101047
135598,149143,"Bony fishes","Biota > Fishes > Bony fishes",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[224.1,262.22]]",[389.870536],101048
135599,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1628.24,693.78]]",[394.990314],101049
135600,149459,"Carcinus maenas","Biota > Crustacea > Crabs > True crabs > Carcinus maenas",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1146.99,632.8]]",[411.019291],101050
135601,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[276.12,384.43]]",[423.374161],101051
135609,149387,"True crabs","Biota > Crustacea > Crabs > True crabs",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[346.8,815.09]]",[487.060084],101059
135610,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[59.75,314.41]]",[471.879482],101060
135611,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[51.11,522.23]]",[491.141147],101061
135612,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1817.31,583.68]]",[501.816315],101062
135613,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[61.43,178.41]]",[507.087446],101063
135614,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[266.06,252]]",[507.087446],101064
135615,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[26.26,209.03]]",[508.663369],101065
135616,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[31.93,113.02]]",[509.566724],101066
135617,149462,"Peltarion spinulosum","Biota > Crustacea > Crabs > True crabs > Peltarion spinulosum",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[359.45,366.73]]",[524.158642],101067
135618,149239,Gastropods,"Biota > Molluscs > Gastropods",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1885.67,190.15]]",[533.927522],101068
135619,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1894.63,55.91]]",[538.718948],101069
135620,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1339.39,291.49]]",[542.363334],101070
135621,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[83.07,400.24]]",[543.002173],101071
135622,149460,"Leurocyclus tuberculosus","Biota > Crustacea > Crabs > True crabs > Leurocyclus tuberculosus",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1113.99,419.17]]",[550.727352],101072
135623,149479,"Odontocymbiola magellanica","Biota > Molluscs > Gastropods > Odontocymbiola magellanica",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[959.04,385.01]]",[577.747034],101073
135983,149452,"Anasterias antarctica","Biota > Echinoderms > Sea stars > Anasterias antarctica",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1780.26,967.25]]",[130.836327],101428
135984,149452,"Anasterias antarctica","Biota > Echinoderms > Sea stars > Anasterias antarctica",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[49.04,504.88]]",[174.056971],101429
136053,149451,"Allostichaster capensis","Biota > Echinoderms > Sea stars > Allostichaster capensis",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[134.87,761.05]]",[38.18026],101490
136063,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1341.37,747.21]]",[193.696901],101500
136064,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1112.1,670.52]]",[204.116467],101501
136065,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1247.28,553.86]]",[210.616929],101502
136066,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[775.79,302.9]]",[210.616929],101503
136067,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[158.77,367.98]]",[212.801927],101504
136068,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[295.02,367.65]]",[213.287176],101505
136069,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[831.68,365.01]]",[214.479275],101506
136072,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1750.69,130.35]]",[216.841715],101509
136073,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[636.78,57.51]]",[219.409221],101510
136074,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1003.93,366.09]]",[219.923281],101511
136075,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1568.5,418.87]]",[220.390888],101512
136076,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[327.94,445.84]]",[220.390888],101513
136077,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1063.98,438.59]]",[220.390888],101514
136078,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[959.36,502.32]]",[220.88734],101515
136079,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1538.72,357.52]]",[221.183665],101516
136080,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1357.47,209.54]]",[221.424819],101517
136081,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1023.03,151.75]]",[221.889931],101518
136082,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1348.1,343.26]]",[222.318504],101519
136085,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1489.14,307.52]]",[222.725239],101522
136086,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[752.29,636.99]]",[223.899882],101523
136087,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1387.09,650.65]]",[223.899882],101524
136089,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[161.61,890.04]]",[228.853069],101526
136090,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,www.biigle.proyectosub.org/0001_GB.MP4,1,Point,"[[1381.61,265.78]]",[228.853069],101527
