"","video_annotation_label_id","label_id","label_name","label_hierarchy","user_id","firstname","lastname","video_id","video_filename","shape_id","shape_name","points","frames","annotation_id","frame in secons","frame.secs","video_name","Time","Temperature","Depth","Video tags","BTLVL","Mode","Res","FPS","Overlay","DCCWB","EIS","Autorec","Wifi","Sdcard","Firmware","timeLOCAL","video","GPSLongitude","GPSLatitude","timegpsUTC","truncated_time","count"
"1",127735,18479,"Sea stars","Biota > Echinoderms > Sea stars",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1133.45,783.87]]","[106.910398]",93762,106.910398,107,"MOV_0001_GB","2020:03:04 09:52:21",16.4,4.7,0,71,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:52:21,"MOV_0001_GB",-65.8070105407387,-45.0185631494969,"2020/03/04 12:52:10+00",2020-03-04 09:52:21,1
"2",127769,18523,"True crabs","Biota > Crustacea > Crabs > True crabs",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[727.59,704.15]]","[192.792654]",93796,192.792654,193,"MOV_0001_GB","2020:03:04 09:53:47",16.3,5.9,0,70,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:53:47,"MOV_0001_GB",-65.8073512651026,-45.0190642196685,"2020/03/04 12:53:35+00",2020-03-04 09:53:47,1
"3",135488,149140,"Bivalves","Biota > Molluscs > Bivalves",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[613.14,517.49]]","[11.99492]",100939,11.99492,12,"MOV_0001_GB","2020:03:04 09:50:46",16.3,1.6,0,77,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:50:46,"MOV_0001_GB",-65.8065390586853,-45.0180542841554,"2020/03/04 12:50:35+00",2020-03-04 09:50:46,1
"4",135505,149459,"Carcinus maenas","Biota > Crustacea > Crabs > True crabs > Carcinus maenas",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1371.65,476.47]]","[13.014939]",100955,13.014939,13,"MOV_0001_GB","2020:03:04 09:50:47",16.3,1.6,0,77,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:50:47,"MOV_0001_GB",-65.8065390586853,-45.0180542841554,"2020/03/04 12:50:35+00",2020-03-04 09:50:47,1
"5",135506,149459,"Carcinus maenas","Biota > Crustacea > Crabs > True crabs > Carcinus maenas",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[893.15,409.56]]","[27.09067]",100956,27.09067,27,"MOV_0001_GB","2020:03:04 09:51:01",16.3,2.8,0,75,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:51:01,"MOV_0001_GB",-65.8066260628402,-45.0181356724352,"2020/03/04 12:50:50+00",2020-03-04 09:51:01,1
"6",135507,149459,"Carcinus maenas","Biota > Crustacea > Crabs > True crabs > Carcinus maenas",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1408.31,241.97]]","[38.921765]",100957,38.921765,39,"MOV_0001_GB","2020:03:04 09:51:13",16.3,3.1,0,74,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:51:13,"MOV_0001_GB",-65.8066774439067,-45.0181909091771,"2020/03/04 12:51:00+00",2020-03-04 09:51:13,1
"7",135512,149487,"Leucippa pentagona","Biota > Crustacea > Crabs > True crabs > Leucippa pentagona",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[309.68,635.8]]","[190.813681]",100962,190.813681,191,"MOV_0001_GB","2020:03:04 09:53:45",16.4,5.8,0,70,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:53:45,"MOV_0001_GB",-65.8073512651026,-45.0190642196685,"2020/03/04 12:53:35+00",2020-03-04 09:53:45,5
"8",135518,149452,"Anasterias antarctica","Biota > Echinoderms > Sea stars > Anasterias antarctica",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[788.35,588.19]]","[24.578728]",100968,24.578728,25,"MOV_0001_GB","2020:03:04 09:50:59",16.3,2.8,0,75,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:50:59,"MOV_0001_GB",-65.8065997436643,-45.0181078445166,"2020/03/04 12:50:45+00",2020-03-04 09:50:59,1
"9",135519,149451,"Allostichaster capensis","Biota > Echinoderms > Sea stars > Allostichaster capensis",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1152,763.36]]","[27.98514]",100969,27.98514,28,"MOV_0001_GB","2020:03:04 09:51:02",16.3,2.8,0,75,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:51:02,"MOV_0001_GB",-65.8066260628402,-45.0181356724352,"2020/03/04 12:50:50+00",2020-03-04 09:51:02,1
"10",135520,149451,"Allostichaster capensis","Biota > Echinoderms > Sea stars > Allostichaster capensis",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[32.5,457.25]]","[30.211548]",100970,30.211548,30,"MOV_0001_GB","2020:03:04 09:51:04",16.3,3,0,75,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:51:04,"MOV_0001_GB",-65.8066260628402,-45.0181356724352,"2020/03/04 12:50:50+00",2020-03-04 09:51:04,1
"11",135521,149451,"Allostichaster capensis","Biota > Echinoderms > Sea stars > Allostichaster capensis",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1579.92,350.63]]","[38.921765]",100971,38.921765,39,"MOV_0001_GB","2020:03:04 09:51:13",16.3,3.1,0,74,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:51:13,"MOV_0001_GB",-65.8066774439067,-45.0181909091771,"2020/03/04 12:51:00+00",2020-03-04 09:51:13,1
"12",135522,149451,"Allostichaster capensis","Biota > Echinoderms > Sea stars > Allostichaster capensis",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[269.77,579.01]]","[41.226483]",100972,41.226483,41,"MOV_0001_GB","2020:03:04 09:51:15",16.3,3.2,0,74,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:51:15,"MOV_0001_GB",-65.806704768911,-45.0182173121721,"2020/03/04 12:51:05+00",2020-03-04 09:51:15,1
"13",135524,149452,"Anasterias antarctica","Biota > Echinoderms > Sea stars > Anasterias antarctica",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[359.44,829.7]]","[48.372375]",100974,48.372375,48,"MOV_0001_GB","2020:03:04 09:51:22",16.4,3.5,0,74,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:51:22,"MOV_0001_GB",-65.8067356981337,-45.0182401947677,"2020/03/04 12:51:10+00",2020-03-04 09:51:22,1
"14",135525,149451,"Allostichaster capensis","Biota > Echinoderms > Sea stars > Allostichaster capensis",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[728.71,987.02]]","[51.097521]",100975,51.097521,51,"MOV_0001_GB","2020:03:04 09:51:25",16.4,3.6,0,73,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:51:25,"MOV_0001_GB",-65.8067649509758,-45.0182680226862,"2020/03/04 12:51:15+00",2020-03-04 09:51:25,1
"15",135526,149451,"Allostichaster capensis","Biota > Echinoderms > Sea stars > Allostichaster capensis",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1896.23,250.47]]","[52.373126]",100976,52.373126,52,"MOV_0001_GB","2020:03:04 09:51:26",16.4,3.5,0,73,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:51:26,"MOV_0001_GB",-65.8067649509758,-45.0182680226862,"2020/03/04 12:51:15+00",2020-03-04 09:51:26,1
"16",135527,149452,"Anasterias antarctica","Biota > Echinoderms > Sea stars > Anasterias antarctica",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1056.56,913.1]]","[57.592826]",100977,57.592826,58,"MOV_0001_GB","2020:03:04 09:51:32",16.3,3.8,0,73,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:51:32,"MOV_0001_GB",-65.8067902643234,-45.0182966887951,"2020/03/04 12:51:20+00",2020-03-04 09:51:32,1
"17",135531,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1019.33,504.69]]","[103.923857]",100981,103.923857,104,"MOV_0001_GB","2020:03:04 09:52:18",16.4,4.8,0,71,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:52:18,"MOV_0001_GB",-65.8069920167327,-45.018536997959,"2020/03/04 12:52:05+00",2020-03-04 09:52:18,1
"18",135532,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1611.93,907.12]]","[109.247932]",100982,109.247932,109,"MOV_0001_GB","2020:03:04 09:52:23",16.4,4.6,0,71,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:52:23,"MOV_0001_GB",-65.8070105407387,-45.0185631494969,"2020/03/04 12:52:10+00",2020-03-04 09:52:23,1
"19",135533,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[793.45,503.3]]","[112.262882]",100983,112.262882,112,"MOV_0001_GB","2020:03:04 09:52:26",16.4,4.2,0,71,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:52:26,"MOV_0001_GB",-65.8070273883641,-45.0185903906822,"2020/03/04 12:52:15+00",2020-03-04 09:52:26,1
"20",135534,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1657.26,295.34]]","[143.270646]",100984,143.270646,143,"MOV_0001_GB","2020:03:04 09:52:57",16.4,5.1,0,70,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:52:57,"MOV_0001_GB",-65.8071371074766,-45.0187824200839,"2020/03/04 12:52:45+00",2020-03-04 09:52:57,1
"21",135535,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[399.04,860.27]]","[163.259906]",100985,163.259906,163,"MOV_0001_GB","2020:03:04 09:53:17",16.5,5.6,0,70,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:53:17,"MOV_0001_GB",-65.8072206750512,-45.0189020298421,"2020/03/04 12:53:05+00",2020-03-04 09:53:17,1
"22",135536,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1856.48,689.95]]","[110.508461]",100986,110.508461,111,"MOV_0001_GB","2020:03:04 09:52:25",16.4,4.4,0,71,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:52:25,"MOV_0001_GB",-65.8070273883641,-45.0185903906822,"2020/03/04 12:52:15+00",2020-03-04 09:52:25,2
"23",135538,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1124.73,762.32]]","[136.658587]",100988,136.658587,137,"MOV_0001_GB","2020:03:04 09:52:51",16.5,5.3,0,71,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:52:51,"MOV_0001_GB",-65.8071158174425,-45.0187523290515,"2020/03/04 12:52:40+00",2020-03-04 09:52:51,1
"24",135539,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1436.37,579.18]]","[162.083815]",100989,162.083815,162,"MOV_0001_GB","2020:03:04 09:53:16",16.5,5.6,0,70,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:53:16,"MOV_0001_GB",-65.8072206750512,-45.0189020298421,"2020/03/04 12:53:05+00",2020-03-04 09:53:16,1
"25",135540,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1710.45,141.38]]","[168.465281]",100990,168.465281,168,"MOV_0001_GB","2020:03:04 09:53:22",16.5,5.5,0,70,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:53:22,"MOV_0001_GB",-65.8072387799621,-45.0189297739416,"2020/03/04 12:53:10+00",2020-03-04 09:53:22,1
"26",135541,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[716.83,178.4]]","[176.901359]",100991,176.901359,177,"MOV_0001_GB","2020:03:04 09:53:31",16.4,5.5,0,70,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:53:31,"MOV_0001_GB",-65.8072802703828,-45.0189874414355,"2020/03/04 12:53:20+00",2020-03-04 09:53:31,1
"27",135544,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[166.23,581.46]]","[223.387718]",100994,223.387718,223,"MOV_0001_GB","2020:03:04 09:54:17",16.3,6.1,0,69,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:54:17,"MOV_0001_GB",-65.8075331524014,-45.0192249845713,"2020/03/04 12:54:05+00",2020-03-04 09:54:17,1
"28",135545,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[662.19,477.46]]","[225.181703]",100995,225.181703,225,"MOV_0001_GB","2020:03:04 09:54:19",16.3,6.1,0,69,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:54:19,"MOV_0001_GB",-65.8075331524014,-45.0192249845713,"2020/03/04 12:54:05+00",2020-03-04 09:54:19,1
"29",135547,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1831.02,735.81]]","[228.845645]",100997,228.845645,229,"MOV_0001_GB","2020:03:04 09:54:23",16.3,6.1,0,69,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:54:23,"MOV_0001_GB",-65.8075650036335,-45.0192518904805,"2020/03/04 12:54:10+00",2020-03-04 09:54:23,1
"30",135548,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[64.18,280.8]]","[230.505147]",100998,230.505147,231,"MOV_0001_GB","2020:03:04 09:54:25",16.3,6.1,0,69,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:54:25,"MOV_0001_GB",-65.8075989503413,-45.0192762818187,"2020/03/04 12:54:15+00",2020-03-04 09:54:25,1
"31",135549,149487,"Leucippa pentagona","Biota > Crustacea > Crabs > True crabs > Leucippa pentagona",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[965.62,180.87]]","[230.801243]",100999,230.801243,231,"MOV_0001_GB","2020:03:04 09:54:25",16.3,6.1,0,69,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:54:25,"MOV_0001_GB",-65.8075989503413,-45.0192762818187,"2020/03/04 12:54:15+00",2020-03-04 09:54:25,1
"32",135551,149452,"Anasterias antarctica","Biota > Echinoderms > Sea stars > Anasterias antarctica",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[604.22,811.53]]","[231.752107]",101001,231.752107,232,"MOV_0001_GB","2020:03:04 09:54:26",16.3,6.1,0,69,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:54:26,"MOV_0001_GB",-65.8075989503413,-45.0192762818187,"2020/03/04 12:54:15+00",2020-03-04 09:54:26,1
"33",135552,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1406.77,753.37]]","[240.356385]",101002,240.356385,240,"MOV_0001_GB","2020:03:04 09:54:34",16.3,6.1,0,69,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:54:34,"MOV_0001_GB",-65.8076374232769,-45.0192999187857,"2020/03/04 12:54:20+00",2020-03-04 09:54:34,1
"34",135553,149143,"Bony fishes","Biota > Fishes > Bony fishes",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1442.69,688.64]]","[243.057944]",101003,243.057944,243,"MOV_0001_GB","2020:03:04 09:54:37",16.3,6.1,0,69,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:54:37,"MOV_0001_GB",-65.8076771534979,-45.0193231366575,"2020/03/04 12:54:25+00",2020-03-04 09:54:37,1
"35",135556,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[948.36,658.55]]","[280.302138]",101006,280.302138,280,"MOV_0001_GB","2020:03:04 09:55:14",16.3,6,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:14,"MOV_0001_GB",-65.8079250901937,-45.0194924511015,"2020/03/04 12:55:00+00",2020-03-04 09:55:14,1
"36",135559,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1731.37,368.56]]","[285.531717]",101009,285.531717,286,"MOV_0001_GB","2020:03:04 09:55:20",16.3,6,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:20,"MOV_0001_GB",-65.8079940732569,-45.0195410661399,"2020/03/04 12:55:10+00",2020-03-04 09:55:20,2
"37",135561,149343,"Sea stars","Biota > Echinoderms > Sea stars",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[976.22,828.97]]","[285.821219]",101011,285.821219,286,"MOV_0001_GB","2020:03:04 09:55:20",16.3,6,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:20,"MOV_0001_GB",-65.8079940732569,-45.0195410661399,"2020/03/04 12:55:10+00",2020-03-04 09:55:20,1
"38",135562,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[291.31,767.59]]","[288.794707]",101012,288.794707,289,"MOV_0001_GB","2020:03:04 09:55:23",16.3,6.2,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:23,"MOV_0001_GB",-65.8079940732569,-45.0195410661399,"2020/03/04 12:55:10+00",2020-03-04 09:55:23,1
"39",135565,149143,"Bony fishes","Biota > Fishes > Bony fishes",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1009.48,535.18]]","[301.921625]",101015,301.921625,302,"MOV_0001_GB","2020:03:04 09:55:36",16.3,6.4,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:36,"MOV_0001_GB",-65.8080954942852,-45.0196143239737,"2020/03/04 12:55:25+00",2020-03-04 09:55:36,1
"40",135566,149143,"Bony fishes","Biota > Fishes > Bony fishes",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[863.71,364.12]]","[303.242104]",101016,303.242104,303,"MOV_0001_GB","2020:03:04 09:55:37",16.3,6.4,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:37,"MOV_0001_GB",-65.8080954942852,-45.0196143239737,"2020/03/04 12:55:25+00",2020-03-04 09:55:37,1
"41",135567,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[730.59,524.7]]","[308.57]",101017,308.57,309,"MOV_0001_GB","2020:03:04 09:55:43",16.3,6.4,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:43,"MOV_0001_GB",-65.8081323746592,-45.0196378771216,"2020/03/04 12:55:30+00",2020-03-04 09:55:43,1
"42",135569,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[555.18,642.27]]","[321.146437]",101019,321.146437,321,"MOV_0001_GB","2020:03:04 09:55:55",16.3,6.4,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:55,"MOV_0001_GB",-65.8082333765924,-45.019707614556,"2020/03/04 12:55:45+00",2020-03-04 09:55:55,1
"43",135570,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1160.53,407.07]]","[321.83072]",101020,321.83072,322,"MOV_0001_GB","2020:03:04 09:55:56",16.4,6.3,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:56,"MOV_0001_GB",-65.8082333765924,-45.019707614556,"2020/03/04 12:55:45+00",2020-03-04 09:55:56,1
"44",135571,149143,"Bony fishes","Biota > Fishes > Bony fishes",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1307.29,839.57]]","[322.387427]",101021,322.387427,322,"MOV_0001_GB","2020:03:04 09:55:56",16.4,6.3,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:56,"MOV_0001_GB",-65.8082333765924,-45.019707614556,"2020/03/04 12:55:45+00",2020-03-04 09:55:56,1
"45",135572,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[628.69,440.71]]","[322.837581]",101022,322.837581,323,"MOV_0001_GB","2020:03:04 09:55:57",16.4,6.3,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:57,"MOV_0001_GB",-65.8082333765924,-45.019707614556,"2020/03/04 12:55:45+00",2020-03-04 09:55:57,2
"46",135575,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[109.14,534.32]]","[327.437573]",101025,327.437573,327,"MOV_0001_GB","2020:03:04 09:56:01",16.4,6.1,0,67,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:56:01,"MOV_0001_GB",-65.8082653116435,-45.0197313353419,"2020/03/04 12:55:50+00",2020-03-04 09:56:01,2
"47",135577,149482,"Undaria pinnatifida","Biota > Macroalgae > Large canopy-forming > Brown > Undaria pinnatifida",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1683.27,864.54]]","[328.242428]",101027,328.242428,328,"MOV_0001_GB","2020:03:04 09:56:02",16.4,6.2,0,67,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:56:02,"MOV_0001_GB",-65.8082653116435,-45.0197313353419,"2020/03/04 12:55:50+00",2020-03-04 09:56:02,1
"48",135579,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1250.56,433.77]]","[328.796617]",101029,328.796617,329,"MOV_0001_GB","2020:03:04 09:56:03",16.4,6.1,0,67,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:56:03,"MOV_0001_GB",-65.8082653116435,-45.0197313353419,"2020/03/04 12:55:50+00",2020-03-04 09:56:03,1
"49",135580,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[127.59,273.19]]","[331.063484]",101030,331.063484,331,"MOV_0001_GB","2020:03:04 09:56:05",16.4,6.2,0,67,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:56:05,"MOV_0001_GB",-65.8083015214652,-45.0197531282902,"2020/03/04 12:55:55+00",2020-03-04 09:56:05,1
"50",135581,149468,"Polyzoa opuntia","Biota > Ascidians > Unstalked > Colonial > Polyzoa opuntia",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1435.87,532.68]]","[337.583109]",101031,337.583109,338,"MOV_0001_GB","2020:03:04 09:56:12",16.4,6.3,0,67,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:56:12,"MOV_0001_GB",-65.808338066563,-45.0197753403336,"2020/03/04 12:56:00+00",2020-03-04 09:56:12,2
"51",135583,149483,"Macrocystis pyrifera","Biota > Macroalgae > Large canopy-forming > Brown > Macrocystis pyrifera",508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[237.59,501.63]]","[342.084585]",101033,342.084585,342,"MOV_0001_GB","2020:03:04 09:56:16",16.4,6.4,0,67,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:56:16,"MOV_0001_GB",-65.8083710912615,-45.0197981391102,"2020/03/04 12:56:05+00",2020-03-04 09:56:16,1
